p0 (For observed curve),n_qc_max (For observed curve),p0(For analytic curve),n_qc_max (For analytic curve)
,,2.634546909382e-10,6.047222196872e-01
,,2.635147029406e-10,6.048703262070e-01
,,2.635747149430e-10,6.050182303155e-01
,,2.636347269454e-10,6.051659323418e-01
,,2.636947389478e-10,6.053134326145e-01
,,2.637547509502e-10,6.054607314613e-01
,,2.638147629526e-10,6.056078292092e-01
,,2.638747749550e-10,6.057547261844e-01
,,2.639347869574e-10,6.059014227125e-01
,,2.639947989598e-10,6.060479191184e-01
,,2.640548109622e-10,6.061942157259e-01
,,2.641148229646e-10,6.063403128584e-01
,,2.641748349670e-10,6.064862108386e-01
,,2.642348469694e-10,6.066319099882e-01
,,2.642948589718e-10,6.067774106283e-01
,,2.643548709742e-10,6.069227130795e-01
,,2.644148829766e-10,6.070678176613e-01
,,2.644748949790e-10,6.072127246927e-01
,,2.645349069814e-10,6.073574344919e-01
,,2.645949189838e-10,6.075019473765e-01
,,2.646549309862e-10,6.076462636633e-01
,,2.647149429886e-10,6.077903836683e-01
,,2.647749549910e-10,6.079343077071e-01
,,2.648349669934e-10,6.080780360941e-01
,,2.648949789958e-10,6.082215691435e-01
,,2.649549909982e-10,6.083649071684e-01
,,2.650150030006e-10,6.085080504816e-01
,,2.650750150030e-10,6.086509993947e-01
,,2.651350270054e-10,6.087937542191e-01
,,2.651950390078e-10,6.089363152652e-01
,,2.652550510102e-10,6.090786828427e-01
,,2.653150630126e-10,6.092208572609e-01
,,2.653750750150e-10,6.093628388281e-01
,,2.654350870174e-10,6.095046278520e-01
,,2.654950990198e-10,6.096462246396e-01
,,2.655551110222e-10,6.097876294975e-01
,,2.656151230246e-10,6.099288427311e-01
,,2.656751350270e-10,6.100698646456e-01
,,2.657351470294e-10,6.102106955452e-01
,,2.657951590318e-10,6.103513357337e-01
,,2.658551710342e-10,6.104917855139e-01
,,2.659151830366e-10,6.106320451883e-01
,,2.659751950390e-10,6.107721150584e-01
,,2.660352070414e-10,6.109119954253e-01
,,2.660952190438e-10,6.110516865893e-01
,,2.661552310462e-10,6.111911888500e-01
,,2.662152430486e-10,6.113305025064e-01
,,2.662752550510e-10,6.114696278569e-01
,,2.663352670534e-10,6.116085651991e-01
,,2.663952790558e-10,6.117473148302e-01
,,2.664552910582e-10,6.118858770464e-01
,,2.665153030606e-10,6.120242521435e-01
,,2.665753150630e-10,6.121624404166e-01
,,2.666353270654e-10,6.123004421602e-01
,,2.666953390678e-10,6.124382576679e-01
,,2.667553510702e-10,6.125758872331e-01
,,2.668153630726e-10,6.127133311481e-01
,,2.668753750750e-10,6.128505897049e-01
,,2.669353870774e-10,6.129876631947e-01
,,2.669953990798e-10,6.131245519081e-01
,,2.670554110822e-10,6.132612561350e-01
,,2.671154230846e-10,6.133977761649e-01
,,2.671754350870e-10,6.135341122865e-01
,,2.672354470894e-10,6.136702647877e-01
,,2.672954590918e-10,6.138062339562e-01
,,2.673554710942e-10,6.139420200786e-01
,,2.674154830966e-10,6.140776234413e-01
,,2.674754950990e-10,6.142130443299e-01
,,2.675355071014e-10,6.143482830292e-01
,,2.675955191038e-10,6.144833398238e-01
,,2.676555311062e-10,6.146182149972e-01
,,2.677155431086e-10,6.147529088328e-01
,,2.677755551110e-10,6.148874216129e-01
,,2.678355671134e-10,6.150217536196e-01
,,2.678955791158e-10,6.151559051341e-01
,,2.679555911182e-10,6.152898764371e-01
,,2.680156031206e-10,6.154236678088e-01
,,2.680756151230e-10,6.155572795286e-01
,,2.681356271254e-10,6.156907118754e-01
,,2.681956391278e-10,6.158239651276e-01
,,2.682556511302e-10,6.159570395629e-01
,,2.683156631326e-10,6.160899354584e-01
,,2.683756751350e-10,6.162226530905e-01
,,2.684356871374e-10,6.163551927353e-01
,,2.684956991398e-10,6.164875546680e-01
,,2.685557111422e-10,6.166197391635e-01
,,2.686157231446e-10,6.167517464959e-01
,,2.686757351470e-10,6.168835769387e-01
,,2.687357471494e-10,6.170152307650e-01
,,2.687957591518e-10,6.171467082472e-01
,,2.688557711542e-10,6.172780096571e-01
,,2.689157831566e-10,6.174091352660e-01
,,2.689757951590e-10,6.175400853447e-01
,,2.690358071614e-10,6.176708601631e-01
,,2.690958191638e-10,6.178014599908e-01
,,2.691558311662e-10,6.179318850969e-01
,,2.692158431686e-10,6.180621357496e-01
,,2.692758551710e-10,6.181922122169e-01
,,2.693358671734e-10,6.183221147660e-01
,,2.693958791758e-10,6.184518436636e-01
,,2.694558911782e-10,6.185813991759e-01
,,2.695159031806e-10,6.187107815684e-01
,,2.695759151830e-10,6.188399911061e-01
,,2.696359271854e-10,6.189690280536e-01
,,2.696959391878e-10,6.190978926746e-01
,,2.697559511902e-10,6.192265852326e-01
,,2.698159631926e-10,6.193551059904e-01
,,2.698759751950e-10,6.194834552102e-01
,,2.699359871974e-10,6.196116331536e-01
,,2.699959991998e-10,6.197396400820e-01
,,2.700560112022e-10,6.198674762557e-01
,,2.701160232046e-10,6.199951419350e-01
,,2.701760352070e-10,6.201226373792e-01
,,2.702360472094e-10,6.202499628474e-01
,,2.702960592118e-10,6.203771185981e-01
,,2.703560712142e-10,6.205041048890e-01
,,2.704160832166e-10,6.206309219775e-01
,,2.704760952190e-10,6.207575701205e-01
,,2.705361072214e-10,6.208840495743e-01
,,2.705961192238e-10,6.210103605945e-01
,,2.706561312262e-10,6.211365034364e-01
,,2.707161432286e-10,6.212624783547e-01
,,2.707761552310e-10,6.213882856035e-01
,,2.708361672334e-10,6.215139254365e-01
,,2.708961792358e-10,6.216393981068e-01
,,2.709561912382e-10,6.217647038668e-01
,,2.710162032406e-10,6.218898429688e-01
,,2.710762152430e-10,6.220148156642e-01
,,2.711362272454e-10,6.221396222041e-01
,,2.711962392478e-10,6.222642628389e-01
,,2.712562512503e-10,6.223887378186e-01
,,2.713162632527e-10,6.225130473927e-01
,,2.713762752551e-10,6.226371918101e-01
,,2.714362872575e-10,6.227611713193e-01
,,2.714962992599e-10,6.228849861682e-01
,,2.715563112623e-10,6.230086366042e-01
,,2.716163232647e-10,6.231321228742e-01
,,2.716763352671e-10,6.232554452247e-01
,,2.717363472695e-10,6.233786039014e-01
,,2.717963592719e-10,6.235015991499e-01
,,2.718563712743e-10,6.236244312149e-01
,,2.719163832767e-10,6.237471003409e-01
,,2.719763952791e-10,6.238696067718e-01
,,2.720364072815e-10,6.239919507510e-01
,,2.720964192839e-10,6.241141325212e-01
,,2.721564312863e-10,6.242361523250e-01
,,2.722164432887e-10,6.243580104043e-01
,,2.722764552911e-10,6.244797070003e-01
,,2.723364672935e-10,6.246012423542e-01
,,2.723964792959e-10,6.247226167062e-01
,,2.724564912983e-10,6.248438302963e-01
,,2.725165033007e-10,6.249648833640e-01
,,2.725765153031e-10,6.250857761482e-01
,,2.726365273055e-10,6.252065088874e-01
,,2.726965393079e-10,6.253270818197e-01
,,2.727565513103e-10,6.254474951824e-01
,,2.728165633127e-10,6.255677492126e-01
,,2.728765753151e-10,6.256878441470e-01
,,2.729365873175e-10,6.258077802214e-01
,,2.729965993199e-10,6.259275576717e-01
,,2.730566113223e-10,6.260471767328e-01
,,2.731166233247e-10,6.261666376393e-01
,,2.731766353271e-10,6.262859406256e-01
,,2.732366473295e-10,6.264050859253e-01
,,2.732966593319e-10,6.265240737715e-01
,,2.733566713343e-10,6.266429043971e-01
,,2.734166833367e-10,6.267615780343e-01
,,2.734766953391e-10,6.268800949151e-01
,,2.735367073415e-10,6.269984552706e-01
,,2.735967193439e-10,6.271166593319e-01
,,2.736567313463e-10,6.272347073293e-01
,,2.737167433487e-10,6.273525994928e-01
,,2.737767553511e-10,6.274703360519e-01
,,2.738367673535e-10,6.275879172357e-01
,,2.738967793559e-10,6.277053432728e-01
,,2.739567913583e-10,6.278226143912e-01
,,2.740168033607e-10,6.279397308187e-01
,,2.740768153631e-10,6.280566927825e-01
,,2.741368273655e-10,6.281735005094e-01
,,2.741968393679e-10,6.282901542256e-01
,,2.742568513703e-10,6.284066541571e-01
,,2.743168633727e-10,6.285230005292e-01
,,2.743768753751e-10,6.286391935669e-01
,,2.744368873775e-10,6.287552334948e-01
,,2.744968993799e-10,6.288711205369e-01
,,2.745569113823e-10,6.289868549168e-01
,,2.746169233847e-10,6.291024368578e-01
,,2.746769353871e-10,6.292178665825e-01
,,2.747369473895e-10,6.293331443133e-01
,,2.747969593919e-10,6.294482702721e-01
,,2.748569713943e-10,6.295632446802e-01
,,2.749169833967e-10,6.296780677587e-01
,,2.749769953991e-10,6.297927397280e-01
,,2.750370074015e-10,6.299072608084e-01
,,2.750970194039e-10,6.300216312195e-01
,,2.751570314063e-10,6.301358511805e-01
,,2.752170434087e-10,6.302499209102e-01
,,2.752770554111e-10,6.303638406271e-01
,,2.753370674135e-10,6.304776105491e-01
,,2.753970794159e-10,6.305912308936e-01
,,2.754570914183e-10,6.307047018779e-01
,,2.755171034207e-10,6.308180237186e-01
,,2.755771154231e-10,6.309311966318e-01
,,2.756371274255e-10,6.310442208336e-01
,,2.756971394279e-10,6.311570965391e-01
,,2.757571514303e-10,6.312698239635e-01
,,2.758171634327e-10,6.313824033213e-01
,,2.758771754351e-10,6.314948348266e-01
,,2.759371874375e-10,6.316071186931e-01
,,2.759971994399e-10,6.317192551341e-01
,,2.760572114423e-10,6.318312443626e-01
,,2.761172234447e-10,6.319430865909e-01
,,2.761772354471e-10,6.320547820312e-01
,,2.762372474495e-10,6.321663308951e-01
,,2.762972594519e-10,6.322777333937e-01
,,2.763572714543e-10,6.323889897380e-01
,,2.764172834567e-10,6.325001001384e-01
,,2.764772954591e-10,6.326110648048e-01
,,2.765373074615e-10,6.327218839468e-01
,,2.765973194639e-10,6.328325577736e-01
,,2.766573314663e-10,6.329430864940e-01
,,2.767173434687e-10,6.330534703164e-01
,,2.767773554711e-10,6.331637094488e-01
,,2.768373674735e-10,6.332738040986e-01
,,2.768973794759e-10,6.333837544732e-01
,,2.769573914783e-10,6.334935607792e-01
,,2.770174034807e-10,6.336032232230e-01
,,2.770774154831e-10,6.337127420106e-01
,,2.771374274855e-10,6.338221173475e-01
,,2.771974394879e-10,6.339313494390e-01
,,2.772574514903e-10,6.340404384898e-01
,,2.773174634927e-10,6.341493847044e-01
,,2.773774754951e-10,6.342581882866e-01
,,2.774374874975e-10,6.343668494401e-01
,,2.774974994999e-10,6.344753683681e-01
,,2.775575115023e-10,6.345837452735e-01
,,2.776175235047e-10,6.346919803586e-01
,,2.776775355071e-10,6.348000738255e-01
,,2.777375475095e-10,6.349080258759e-01
,,2.777975595119e-10,6.350158367111e-01
,,2.778575715143e-10,6.351235065318e-01
,,2.779175835167e-10,6.352310355387e-01
,,2.779775955191e-10,6.353384239318e-01
,,2.780376075215e-10,6.354456719108e-01
,,2.780976195239e-10,6.355527796752e-01
,,2.781576315263e-10,6.356597474239e-01
,,2.782176435287e-10,6.357665753555e-01
,,2.782776555311e-10,6.358732636682e-01
,,2.783376675335e-10,6.359798125598e-01
,,2.783976795359e-10,6.360862222278e-01
,,2.784576915383e-10,6.361924928693e-01
,,2.785177035407e-10,6.362986246810e-01
,,2.785777155431e-10,6.364046178593e-01
,,2.786377275455e-10,6.365104726000e-01
,,2.786977395479e-10,6.366161890989e-01
,,2.787577515503e-10,6.367217675511e-01
,,2.788177635527e-10,6.368272081515e-01
,,2.788777755551e-10,6.369325110945e-01
,,2.789377875575e-10,6.370376765743e-01
,,2.789977995599e-10,6.371427047846e-01
,,2.790578115623e-10,6.372475959188e-01
,,2.791178235647e-10,6.373523501700e-01
,,2.791778355671e-10,6.374569677307e-01
,,2.792378475695e-10,6.375614487934e-01
,,2.792978595719e-10,6.376657935498e-01
,,2.793578715743e-10,6.377700021916e-01
,,2.794178835767e-10,6.378740749099e-01
,,2.794778955791e-10,6.379780118957e-01
,,2.795379075815e-10,6.380818133394e-01
,,2.795979195839e-10,6.381854794311e-01
,,2.796579315863e-10,6.382890103606e-01
,,2.797179435887e-10,6.383924063174e-01
,,2.797779555911e-10,6.384956674904e-01
,,2.798379675935e-10,6.385987940685e-01
,,2.798979795959e-10,6.387017862399e-01
,,2.799579915983e-10,6.388046441926e-01
,,2.800180036007e-10,6.389073681144e-01
,,2.800780156031e-10,6.390099581924e-01
,,2.801380276055e-10,6.391124146137e-01
,,2.801980396079e-10,6.392147375648e-01
,,2.802580516103e-10,6.393169272321e-01
,,2.803180636127e-10,6.394189838013e-01
,,2.803780756151e-10,6.395209074581e-01
,,2.804380876175e-10,6.396226983877e-01
,,2.804980996199e-10,6.397243567749e-01
,,2.805581116223e-10,6.398258828043e-01
,,2.806181236247e-10,6.399272766600e-01
,,2.806781356271e-10,6.400285385259e-01
,,2.807381476295e-10,6.401296685855e-01
,,2.807981596319e-10,6.402306670220e-01
,,2.808581716343e-10,6.403315340180e-01
,,2.809181836367e-10,6.404322697563e-01
,,2.809781956391e-10,6.405328744188e-01
,,2.810382076415e-10,6.406333481873e-01
,,2.810982196439e-10,6.407336912434e-01
,,2.811582316463e-10,6.408339037682e-01
,,2.812182436487e-10,6.409339859425e-01
,,2.812782556511e-10,6.410339379467e-01
,,2.813382676535e-10,6.411337599609e-01
,,2.813982796559e-10,6.412334521651e-01
,,2.814582916583e-10,6.413330147385e-01
,,2.815183036607e-10,6.414324478604e-01
,,2.815783156631e-10,6.415317517096e-01
,,2.816383276655e-10,6.416309264645e-01
,,2.816983396679e-10,6.417299723034e-01
,,2.817583516703e-10,6.418288894039e-01
,,2.818183636727e-10,6.419276779437e-01
,,2.818783756751e-10,6.420263380998e-01
,,2.819383876775e-10,6.421248700491e-01
,,2.819983996799e-10,6.422232739683e-01
,,2.820584116823e-10,6.423215500333e-01
,,2.821184236847e-10,6.424196984202e-01
,,2.821784356871e-10,6.425177193044e-01
,,2.822384476895e-10,6.426156128612e-01
,,2.822984596919e-10,6.427133792656e-01
,,2.823584716943e-10,6.428110186920e-01
,,2.824184836967e-10,6.429085313148e-01
,,2.824784956991e-10,6.430059173080e-01
,,2.825385077015e-10,6.431031768451e-01
,,2.825985197039e-10,6.432003100995e-01
,,2.826585317063e-10,6.432973172442e-01
,,2.827185437087e-10,6.433941984519e-01
,,2.827785557111e-10,6.434909538950e-01
,,2.828385677135e-10,6.435875837454e-01
,,2.828985797159e-10,6.436840881751e-01
,,2.829585917183e-10,6.437804673554e-01
,,2.830186037207e-10,6.438767214574e-01
,,2.830786157231e-10,6.439728506520e-01
,,2.831386277255e-10,6.440688551096e-01
,,2.831986397279e-10,6.441647350006e-01
,,2.832586517303e-10,6.442604904947e-01
,,2.833186637327e-10,6.443561217615e-01
,,2.833786757351e-10,6.444516289703e-01
,,2.834386877375e-10,6.445470122902e-01
,,2.834986997399e-10,6.446422718897e-01
,,2.835587117423e-10,6.447374079372e-01
,,2.836187237447e-10,6.448324206009e-01
,,2.836787357471e-10,6.449273100483e-01
,,2.837387477495e-10,6.450220764471e-01
,,2.837987597520e-10,6.451167199642e-01
,,2.838587717544e-10,6.452112407667e-01
,,2.839187837568e-10,6.453056390210e-01
,,2.839787957592e-10,6.453999148934e-01
,,2.840388077616e-10,6.454940685499e-01
,,2.840988197640e-10,6.455881001560e-01
,,2.841588317664e-10,6.456820098772e-01
,,2.842188437688e-10,6.457757978786e-01
,,2.842788557712e-10,6.458694643248e-01
,,2.843388677736e-10,6.459630093803e-01
,,2.843988797760e-10,6.460564332094e-01
,,2.844588917784e-10,6.461497359759e-01
,,2.845189037808e-10,6.462429178434e-01
,,2.845789157832e-10,6.463359789752e-01
,,2.846389277856e-10,6.464289195343e-01
,,2.846989397880e-10,6.465217396834e-01
,,2.847589517904e-10,6.466144395850e-01
,,2.848189637928e-10,6.467070194011e-01
,,2.848789757952e-10,6.467994792937e-01
,,2.849389877976e-10,6.468918194242e-01
,,2.849989998000e-10,6.469840399539e-01
,,2.850590118024e-10,6.470761410439e-01
,,2.851190238048e-10,6.471681228548e-01
,,2.851790358072e-10,6.472599855470e-01
,,2.852390478096e-10,6.473517292807e-01
,,2.852990598120e-10,6.474433542157e-01
,,2.853590718144e-10,6.475348605116e-01
,,2.854190838168e-10,6.476262483275e-01
,,2.854790958192e-10,6.477175178227e-01
,,2.855391078216e-10,6.478086691556e-01
,,2.855991198240e-10,6.478997024848e-01
,,2.856591318264e-10,6.479906179684e-01
,,2.857191438288e-10,6.480814157644e-01
,,2.857791558312e-10,6.481720960302e-01
,,2.858391678336e-10,6.482626589232e-01
,,2.858991798360e-10,6.483531046004e-01
,,2.859591918384e-10,6.484434332187e-01
,,2.860192038408e-10,6.485336449344e-01
,,2.860792158432e-10,6.486237399037e-01
,,2.861392278456e-10,6.487137182827e-01
,,2.861992398480e-10,6.488035802270e-01
,,2.862592518504e-10,6.488933258920e-01
,,2.863192638528e-10,6.489829554327e-01
,,2.863792758552e-10,6.490724690040e-01
,,2.864392878576e-10,6.491618667604e-01
,,2.864992998600e-10,6.492511488564e-01
,,2.865593118624e-10,6.493403154458e-01
,,2.866193238648e-10,6.494293666825e-01
,,2.866793358672e-10,6.495183027199e-01
,,2.867393478696e-10,6.496071237113e-01
,,2.867993598720e-10,6.496958298096e-01
,,2.868593718744e-10,6.497844211675e-01
,,2.869193838768e-10,6.498728979373e-01
,,2.869793958792e-10,6.499612602713e-01
,,2.870394078816e-10,6.500495083214e-01
,,2.870994198840e-10,6.501376422390e-01
,,2.871594318864e-10,6.502256621757e-01
,,2.872194438888e-10,6.503135682825e-01
,,2.872794558912e-10,6.504013607101e-01
,,2.873394678936e-10,6.504890396093e-01
,,2.873994798960e-10,6.505766051302e-01
,,2.874594918984e-10,6.506640574230e-01
,,2.875195039008e-10,6.507513966373e-01
,,2.875795159032e-10,6.508386229228e-01
,,2.876395279056e-10,6.509257364286e-01
,,2.876995399080e-10,6.510127373038e-01
,,2.877595519104e-10,6.510996256972e-01
,,2.878195639128e-10,6.511864017571e-01
,,2.878795759152e-10,6.512730656319e-01
,,2.879395879176e-10,6.513596174695e-01
,,2.879995999200e-10,6.514460574176e-01
,,2.880596119224e-10,6.515323856237e-01
,,2.881196239248e-10,6.516186022349e-01
,,2.881796359272e-10,6.517047073983e-01
,,2.882396479296e-10,6.517907012606e-01
,,2.882996599320e-10,6.518765839680e-01
,,2.883596719344e-10,6.519623556670e-01
,,2.884196839368e-10,6.520480165033e-01
,,2.884796959392e-10,6.521335666228e-01
,,2.885397079416e-10,6.522190061707e-01
,,2.885997199440e-10,6.523043352924e-01
,,2.886597319464e-10,6.523895541327e-01
,,2.887197439488e-10,6.524746628363e-01
,,2.887797559512e-10,6.525596615477e-01
,,2.888397679536e-10,6.526445504111e-01
,,2.888997799560e-10,6.527293295703e-01
,,2.889597919584e-10,6.528139991692e-01
,,2.890198039608e-10,6.528985593511e-01
,,2.890798159632e-10,6.529830102593e-01
,,2.891398279656e-10,6.530673520366e-01
,,2.891998399680e-10,6.531515848259e-01
,,2.892598519704e-10,6.532357087696e-01
,,2.893198639728e-10,6.533197240099e-01
,,2.893798759752e-10,6.534036306888e-01
,,2.894398879776e-10,6.534874289480e-01
,,2.894998999800e-10,6.535711189291e-01
,,2.895599119824e-10,6.536547007733e-01
,,2.896199239848e-10,6.537381746215e-01
,,2.896799359872e-10,6.538215406147e-01
,,2.897399479896e-10,6.539047988933e-01
,,2.897999599920e-10,6.539879495976e-01
,,2.898599719944e-10,6.540709928677e-01
,,2.899199839968e-10,6.541539288434e-01
,,2.899799959992e-10,6.542367576642e-01
,,2.900400080016e-10,6.543194794696e-01
,,2.901000200040e-10,6.544020943987e-01
,,2.901600320064e-10,6.544846025902e-01
,,2.902200440088e-10,6.545670041829e-01
,,2.902800560112e-10,6.546492993151e-01
,,2.903400680136e-10,6.547314881250e-01
,,2.904000800160e-10,6.548135707505e-01
,,2.904600920184e-10,6.548955473294e-01
,,2.905201040208e-10,6.549774179992e-01
,,2.905801160232e-10,6.550591828969e-01
,,2.906401280256e-10,6.551408421597e-01
,,2.907001400280e-10,6.552223959243e-01
,,2.907601520304e-10,6.553038443273e-01
,,2.908201640328e-10,6.553851875049e-01
,,2.908801760352e-10,6.554664255933e-01
,,2.909401880376e-10,6.555475587283e-01
,,2.910002000400e-10,6.556285870455e-01
,,2.910602120424e-10,6.557095106803e-01
,,2.911202240448e-10,6.557903297679e-01
,,2.911802360472e-10,6.558710444431e-01
,,2.912402480496e-10,6.559516548409e-01
,,2.913002600520e-10,6.560321610955e-01
,,2.913602720544e-10,6.561125633413e-01
,,2.914202840568e-10,6.561928617123e-01
,,2.914802960592e-10,6.562730563423e-01
,,2.915403080616e-10,6.563531473649e-01
,,2.916003200640e-10,6.564331349134e-01
,,2.916603320664e-10,6.565130191211e-01
,,2.917203440688e-10,6.565928001207e-01
,,2.917803560712e-10,6.566724780451e-01
,,2.918403680736e-10,6.567520530266e-01
,,2.919003800760e-10,6.568315251975e-01
,,2.919603920784e-10,6.569108946899e-01
,,2.920204040808e-10,6.569901616355e-01
,,2.920804160832e-10,6.570693261660e-01
,,2.921404280856e-10,6.571483884127e-01
,,2.922004400880e-10,6.572273485067e-01
,,2.922604520904e-10,6.573062065790e-01
,,2.923204640928e-10,6.573849627603e-01
,,2.923804760952e-10,6.574636171811e-01
,,2.924404880976e-10,6.575421699717e-01
,,2.925005001000e-10,6.576206212621e-01
,,2.925605121024e-10,6.576989711822e-01
,,2.926205241048e-10,6.577772198615e-01
,,2.926805361072e-10,6.578553674296e-01
,,2.927405481096e-10,6.579334140156e-01
,,2.928005601120e-10,6.580113597485e-01
,,2.928605721144e-10,6.580892047571e-01
,,2.929205841168e-10,6.581669491699e-01
,,2.929805961192e-10,6.582445931153e-01
,,2.930406081216e-10,6.583221367213e-01
,,2.931006201240e-10,6.583995801160e-01
,,2.931606321264e-10,6.584769234271e-01
,,2.932206441288e-10,6.585541667819e-01
,,2.932806561312e-10,6.586313103079e-01
,,2.933406681336e-10,6.587083541321e-01
,,2.934006801360e-10,6.587852983813e-01
,,2.934606921384e-10,6.588621431822e-01
,,2.935207041408e-10,6.589388886613e-01
,,2.935807161432e-10,6.590155349449e-01
,,2.936407281456e-10,6.590920821588e-01
,,2.937007401480e-10,6.591685304290e-01
,,2.937607521504e-10,6.592448798811e-01
,,2.938207641528e-10,6.593211306405e-01
,,2.938807761552e-10,6.593972828324e-01
,,2.939407881576e-10,6.594733365818e-01
,,2.940008001600e-10,6.595492920135e-01
,,2.940608121624e-10,6.596251492521e-01
,,2.941208241648e-10,6.597009084219e-01
,,2.941808361672e-10,6.597765696472e-01
,,2.942408481696e-10,6.598521330519e-01
,,2.943008601720e-10,6.599275987599e-01
,,2.943608721744e-10,6.600029668946e-01
,,2.944208841768e-10,6.600782375794e-01
,,2.944808961792e-10,6.601534109376e-01
,,2.945409081816e-10,6.602284870920e-01
,,2.946009201840e-10,6.603034661655e-01
,,2.946609321864e-10,6.603783482806e-01
,,2.947209441888e-10,6.604531335597e-01
,,2.947809561912e-10,6.605278221249e-01
,,2.948409681936e-10,6.606024140982e-01
,,2.949009801960e-10,6.606769096014e-01
,,2.949609921984e-10,6.607513087561e-01
,,2.950210042008e-10,6.608256116836e-01
,,2.950810162032e-10,6.608998185051e-01
,,2.951410282056e-10,6.609739293415e-01
,,2.952010402080e-10,6.610479443137e-01
,,2.952610522104e-10,6.611218635423e-01
,,2.953210642128e-10,6.611956871475e-01
,,2.953810762152e-10,6.612694152497e-01
,,2.954410882176e-10,6.613430479688e-01
,,2.955011002200e-10,6.614165854247e-01
,,2.955611122224e-10,6.614900277368e-01
,,2.956211242248e-10,6.615633750247e-01
,,2.956811362272e-10,6.616366274076e-01
,,2.957411482296e-10,6.617097850044e-01
,,2.958011602320e-10,6.617828479341e-01
,,2.958611722344e-10,6.618558163153e-01
,,2.959211842368e-10,6.619286902664e-01
,,2.959811962392e-10,6.620014699057e-01
,,2.960412082416e-10,6.620741553513e-01
,,2.961012202440e-10,6.621467467210e-01
,,2.961612322464e-10,6.622192441325e-01
,,2.962212442488e-10,6.622916477034e-01
,,2.962812562513e-10,6.623639575509e-01
,,2.963412682537e-10,6.624361737922e-01
,,2.964012802561e-10,6.625082965442e-01
,,2.964612922585e-10,6.625803259236e-01
,,2.965213042609e-10,6.626522620470e-01
,,2.965813162633e-10,6.627241050308e-01
,,2.966413282657e-10,6.627958549911e-01
,,2.967013402681e-10,6.628675120440e-01
,,2.967613522705e-10,6.629390763053e-01
,,2.968213642729e-10,6.630105478905e-01
,,2.968813762753e-10,6.630819269152e-01
,,2.969413882777e-10,6.631532134946e-01
,,2.970014002801e-10,6.632244077437e-01
,,2.970614122825e-10,6.632955097774e-01
,,2.971214242849e-10,6.633665197104e-01
,,2.971814362873e-10,6.634374376574e-01
,,2.972414482897e-10,6.635082637325e-01
,,2.973014602921e-10,6.635789980499e-01
,,2.973614722945e-10,6.636496407237e-01
,,2.974214842969e-10,6.637201918675e-01
,,2.974814962993e-10,6.637906515950e-01
,,2.975415083017e-10,6.638610200197e-01
,,2.976015203041e-10,6.639312972548e-01
,,2.976615323065e-10,6.640014834133e-01
,,2.977215443089e-10,6.640715786081e-01
,,2.977815563113e-10,6.641415829519e-01
,,2.978415683137e-10,6.642114965572e-01
,,2.979015803161e-10,6.642813195365e-01
,,2.979615923185e-10,6.643510520018e-01
,,2.980216043209e-10,6.644206940652e-01
,,2.980816163233e-10,6.644902458384e-01
,,2.981416283257e-10,6.645597074331e-01
,,2.982016403281e-10,6.646290789608e-01
,,2.982616523305e-10,6.646983605327e-01
,,2.983216643329e-10,6.647675522599e-01
,,2.983816763353e-10,6.648366542534e-01
,,2.984416883377e-10,6.649056666239e-01
,,2.985017003401e-10,6.649745894819e-01
,,2.985617123425e-10,6.650434229380e-01
,,2.986217243449e-10,6.651121671023e-01
,,2.986817363473e-10,6.651808220848e-01
,,2.987417483497e-10,6.652493879955e-01
,,2.988017603521e-10,6.653178649440e-01
,,2.988617723545e-10,6.653862530399e-01
,,2.989217843569e-10,6.654545523925e-01
,,2.989817963593e-10,6.655227631110e-01
,,2.990418083617e-10,6.655908853045e-01
,,2.991018203641e-10,6.656589190818e-01
,,2.991618323665e-10,6.657268645515e-01
,,2.992218443689e-10,6.657947218222e-01
,,2.992818563713e-10,6.658624910021e-01
,,2.993418683737e-10,6.659301721995e-01
,,2.994018803761e-10,6.659977655223e-01
,,2.994618923785e-10,6.660652710783e-01
,,2.995219043809e-10,6.661326889752e-01
,,2.995819163833e-10,6.662000193205e-01
,,2.996419283857e-10,6.662672622215e-01
,,2.997019403881e-10,6.663344177854e-01
,,2.997619523905e-10,6.664014861190e-01
,,2.998219643929e-10,6.664684673293e-01
,,2.998819763953e-10,6.665353615228e-01
,,2.999419883977e-10,6.666021688060e-01
,,3.000020004001e-10,6.666688892853e-01
,,3.000620124025e-10,6.667355230667e-01
,,3.001220244049e-10,6.668020702563e-01
,,3.001820364073e-10,6.668685309599e-01
,,3.002420484097e-10,6.669349052830e-01
,,3.003020604121e-10,6.670011933313e-01
,,3.003620724145e-10,6.670673952099e-01
,,3.004220844169e-10,6.671335110242e-01
,,3.004820964193e-10,6.671995408789e-01
,,3.005421084217e-10,6.672654848790e-01
,,3.006021204241e-10,6.673313431291e-01
,,3.006621324265e-10,6.673971157338e-01
,,3.007221444289e-10,6.674628027973e-01
,,3.007821564313e-10,6.675284044238e-01
,,3.008421684337e-10,6.675939207174e-01
,,3.009021804361e-10,6.676593517818e-01
,,3.009621924385e-10,6.677246977209e-01
,,3.010222044409e-10,6.677899586380e-01
,,3.010822164433e-10,6.678551346365e-01
,,3.011422284457e-10,6.679202258198e-01
,,3.012022404481e-10,6.679852322907e-01
,,3.012622524505e-10,6.680501541523e-01
,,3.013222644529e-10,6.681149915072e-01
,,3.013822764553e-10,6.681797444580e-01
,,3.014422884577e-10,6.682444131070e-01
