p0 (For observed curve),n_qc_max (For observed curve),p0(For analytic curve),n_qc_max (For analytic curve)
,,3.371494298860e-10,6.947116299961e-01
,,3.372094418884e-10,6.947399421762e-01
,,3.372694538908e-10,6.947682110614e-01
,,3.373294658932e-10,6.947964366965e-01
,,3.373894778956e-10,6.948246191263e-01
,,3.374494898980e-10,6.948527583957e-01
,,3.375095019004e-10,6.948808545493e-01
,,3.375695139028e-10,6.949089076319e-01
,,3.376295259052e-10,6.949369176879e-01
,,3.376895379076e-10,6.949648847620e-01
,,3.377495499100e-10,6.949928088987e-01
,,3.378095619124e-10,6.950206901424e-01
,,3.378695739148e-10,6.950485285375e-01
,,3.379295859172e-10,6.950763241283e-01
,,3.379895979196e-10,6.951040769591e-01
,,3.380496099220e-10,6.951317870741e-01
,,3.381096219244e-10,6.951594545175e-01
,,3.381696339268e-10,6.951870793334e-01
,,3.382296459292e-10,6.952146615659e-01
,,3.382896579316e-10,6.952422012590e-01
,,3.383496699340e-10,6.952696984566e-01
,,3.384096819364e-10,6.952971532025e-01
,,3.384696939388e-10,6.953245655408e-01
,,3.385297059412e-10,6.953519355150e-01
,,3.385897179436e-10,6.953792631691e-01
,,3.386497299460e-10,6.954065485466e-01
,,3.387097419484e-10,6.954337916912e-01
,,3.387697539508e-10,6.954609926464e-01
,,3.388297659532e-10,6.954881514558e-01
,,3.388897779556e-10,6.955152681628e-01
,,3.389497899580e-10,6.955423428109e-01
,,3.390098019604e-10,6.955693754433e-01
,,3.390698139628e-10,6.955963661035e-01
,,3.391298259652e-10,6.956233148346e-01
,,3.391898379676e-10,6.956502216799e-01
,,3.392498499700e-10,6.956770866824e-01
,,3.393098619724e-10,6.957039098854e-01
,,3.393698739748e-10,6.957306913317e-01
,,3.394298859772e-10,6.957574310645e-01
,,3.394898979796e-10,6.957841291266e-01
,,3.395499099820e-10,6.958107855609e-01
,,3.396099219844e-10,6.958374004103e-01
,,3.396699339868e-10,6.958639737175e-01
,,3.397299459892e-10,6.958905055252e-01
,,3.397899579916e-10,6.959169958761e-01
,,3.398499699940e-10,6.959434448129e-01
,,3.399099819964e-10,6.959698523781e-01
,,3.399699939988e-10,6.959962186141e-01
,,3.400300060012e-10,6.960225435636e-01
,,3.400900180036e-10,6.960488272688e-01
,,3.401500300060e-10,6.960750697721e-01
,,3.402100420084e-10,6.961012711159e-01
,,3.402700540108e-10,6.961274313423e-01
,,3.403300660132e-10,6.961535504937e-01
,,3.403900780156e-10,6.961796286121e-01
,,3.404500900180e-10,6.962056657396e-01
,,3.405101020204e-10,6.962316619183e-01
,,3.405701140228e-10,6.962576171902e-01
,,3.406301260252e-10,6.962835315972e-01
,,3.406901380276e-10,6.963094051813e-01
,,3.407501500300e-10,6.963352379841e-01
,,3.408101620324e-10,6.963610300477e-01
,,3.408701740348e-10,6.963867814136e-01
,,3.409301860372e-10,6.964124921236e-01
,,3.409901980396e-10,6.964381622194e-01
,,3.410502100420e-10,6.964637917424e-01
,,3.411102220444e-10,6.964893807342e-01
,,3.411702340468e-10,6.965149292364e-01
,,3.412302460492e-10,6.965404372904e-01
,,3.412902580516e-10,6.965659049375e-01
,,3.413502700540e-10,6.965913322190e-01
,,3.414102820564e-10,6.966167191764e-01
,,3.414702940588e-10,6.966420658507e-01
,,3.415303060612e-10,6.966673722832e-01
,,3.415903180636e-10,6.966926385150e-01
,,3.416503300660e-10,6.967178645872e-01
,,3.417103420684e-10,6.967430505409e-01
,,3.417703540708e-10,6.967681964170e-01
,,3.418303660732e-10,6.967933022564e-01
,,3.418903780756e-10,6.968183681000e-01
,,3.419503900780e-10,6.968433939887e-01
,,3.420104020804e-10,6.968683799633e-01
,,3.420704140828e-10,6.968933260644e-01
,,3.421304260852e-10,6.969182323329e-01
,,3.421904380876e-10,6.969430988092e-01
,,3.422504500900e-10,6.969679255341e-01
,,3.423104620924e-10,6.969927125479e-01
,,3.423704740948e-10,6.970174598913e-01
,,3.424304860972e-10,6.970421676047e-01
,,3.424904980996e-10,6.970668357284e-01
,,3.425505101020e-10,6.970914643028e-01
,,3.426105221044e-10,6.971160533683e-01
,,3.426705341068e-10,6.971406029649e-01
,,3.427305461092e-10,6.971651131330e-01
,,3.427905581116e-10,6.971895839127e-01
,,3.428505701140e-10,6.972140153440e-01
,,3.429105821164e-10,6.972384074671e-01
,,3.429705941188e-10,6.972627603220e-01
,,3.430306061212e-10,6.972870739485e-01
,,3.430906181236e-10,6.973113483866e-01
,,3.431506301260e-10,6.973355836761e-01
,,3.432106421284e-10,6.973597798569e-01
,,3.432706541308e-10,6.973839369688e-01
,,3.433306661332e-10,6.974080550513e-01
,,3.433906781356e-10,6.974321341443e-01
,,3.434506901380e-10,6.974561742873e-01
,,3.435107021404e-10,6.974801755199e-01
,,3.435707141428e-10,6.975041378816e-01
,,3.436307261452e-10,6.975280614119e-01
,,3.436907381476e-10,6.975519461502e-01
,,3.437507501500e-10,6.975757921358e-01
,,3.438107621524e-10,6.975995994082e-01
,,3.438707741548e-10,6.976233680067e-01
,,3.439307861572e-10,6.976470979703e-01
,,3.439907981596e-10,6.976707893384e-01
,,3.440508101620e-10,6.976944421501e-01
,,3.441108221644e-10,6.977180564445e-01
,,3.441708341668e-10,6.977416322606e-01
,,3.442308461692e-10,6.977651696374e-01
,,3.442908581716e-10,6.977886686139e-01
,,3.443508701740e-10,6.978121292290e-01
,,3.444108821764e-10,6.978355515216e-01
,,3.444708941788e-10,6.978589355304e-01
,,3.445309061812e-10,6.978822812943e-01
,,3.445909181836e-10,6.979055888519e-01
,,3.446509301860e-10,6.979288582420e-01
,,3.447109421884e-10,6.979520895031e-01
,,3.447709541908e-10,6.979752826739e-01
,,3.448309661932e-10,6.979984377929e-01
,,3.448909781956e-10,6.980215548986e-01
,,3.449509901980e-10,6.980446340294e-01
,,3.450110022004e-10,6.980676752238e-01
,,3.450710142028e-10,6.980906785200e-01
,,3.451310262052e-10,6.981136439564e-01
,,3.451910382076e-10,6.981365715713e-01
,,3.452510502100e-10,6.981594614028e-01
,,3.453110622124e-10,6.981823134891e-01
,,3.453710742148e-10,6.982051278685e-01
,,3.454310862172e-10,6.982279045788e-01
,,3.454910982196e-10,6.982506436583e-01
,,3.455511102220e-10,6.982733451448e-01
,,3.456111222244e-10,6.982960090763e-01
,,3.456711342268e-10,6.983186354907e-01
,,3.457311462292e-10,6.983412244259e-01
,,3.457911582316e-10,6.983637759196e-01
,,3.458511702340e-10,6.983862900096e-01
,,3.459111822364e-10,6.984087667337e-01
,,3.459711942388e-10,6.984312061296e-01
,,3.460312062412e-10,6.984536082347e-01
,,3.460912182436e-10,6.984759730868e-01
,,3.461512302460e-10,6.984983007233e-01
,,3.462112422484e-10,6.985205911818e-01
,,3.462712542509e-10,6.985428444997e-01
,,3.463312662533e-10,6.985650607145e-01
,,3.463912782557e-10,6.985872398633e-01
,,3.464512902581e-10,6.986093819837e-01
,,3.465113022605e-10,6.986314871128e-01
,,3.465713142629e-10,6.986535552879e-01
,,3.466313262653e-10,6.986755865462e-01
,,3.466913382677e-10,6.986975809248e-01
,,3.467513502701e-10,6.987195384608e-01
,,3.468113622725e-10,6.987414591912e-01
,,3.468713742749e-10,6.987633431531e-01
,,3.469313862773e-10,6.987851903834e-01
,,3.469913982797e-10,6.988070009190e-01
,,3.470514102821e-10,6.988287747968e-01
,,3.471114222845e-10,6.988505120537e-01
,,3.471714342869e-10,6.988722127264e-01
,,3.472314462893e-10,6.988938768517e-01
,,3.472914582917e-10,6.989155044662e-01
,,3.473514702941e-10,6.989370956067e-01
,,3.474114822965e-10,6.989586503097e-01
,,3.474714942989e-10,6.989801686119e-01
,,3.475315063013e-10,6.990016505496e-01
,,3.475915183037e-10,6.990230961595e-01
,,3.476515303061e-10,6.990445054780e-01
,,3.477115423085e-10,6.990658785414e-01
,,3.477715543109e-10,6.990872153862e-01
,,3.478315663133e-10,6.991085160485e-01
,,3.478915783157e-10,6.991297805648e-01
,,3.479515903181e-10,6.991510089712e-01
,,3.480116023205e-10,6.991722013039e-01
,,3.480716143229e-10,6.991933575991e-01
,,3.481316263253e-10,6.992144778927e-01
,,3.481916383277e-10,6.992355622210e-01
,,3.482516503301e-10,6.992566106200e-01
,,3.483116623325e-10,6.992776231255e-01
,,3.483716743349e-10,6.992985997735e-01
,,3.484316863373e-10,6.993195405999e-01
,,3.484916983397e-10,6.993404456405e-01
,,3.485517103421e-10,6.993613149312e-01
,,3.486117223445e-10,6.993821485077e-01
,,3.486717343469e-10,6.994029464057e-01
,,3.487317463493e-10,6.994237086609e-01
,,3.487917583517e-10,6.994444353089e-01
,,3.488517703541e-10,6.994651263854e-01
,,3.489117823565e-10,6.994857819258e-01
,,3.489717943589e-10,6.995064019657e-01
,,3.490318063613e-10,6.995269865405e-01
,,3.490918183637e-10,6.995475356857e-01
,,3.491518303661e-10,6.995680494367e-01
,,3.492118423685e-10,6.995885278287e-01
,,3.492718543709e-10,6.996089708971e-01
,,3.493318663733e-10,6.996293786772e-01
,,3.493918783757e-10,6.996497512041e-01
,,3.494518903781e-10,6.996700885131e-01
,,3.495119023805e-10,6.996903906393e-01
,,3.495719143829e-10,6.997106576177e-01
,,3.496319263853e-10,6.997308894834e-01
,,3.496919383877e-10,6.997510862715e-01
,,3.497519503901e-10,6.997712480168e-01
,,3.498119623925e-10,6.997913747544e-01
,,3.498719743949e-10,6.998114665191e-01
,,3.499319863973e-10,6.998315233458e-01
,,3.499919983997e-10,6.998515452692e-01
,,3.500520104021e-10,6.998715323242e-01
,,3.501120224045e-10,6.998914845455e-01
,,3.501720344069e-10,6.999114019676e-01
,,3.502320464093e-10,6.999312846254e-01
,,3.502920584117e-10,6.999511325534e-01
,,3.503520704141e-10,6.999709457861e-01
,,3.504120824165e-10,6.999907243582e-01
,,3.504720944189e-10,7.000104683039e-01
,,3.505321064213e-10,7.000301776579e-01
,,3.505921184237e-10,7.000498524545e-01
,,3.506521304261e-10,7.000694927281e-01
,,3.507121424285e-10,7.000890985129e-01
,,3.507721544309e-10,7.001086698433e-01
,,3.508321664333e-10,7.001282067536e-01
,,3.508921784357e-10,7.001477092778e-01
,,3.509521904381e-10,7.001671774503e-01
,,3.510122024405e-10,7.001866113050e-01
,,3.510722144429e-10,7.002060108762e-01
,,3.511322264453e-10,7.002253761977e-01
,,3.511922384477e-10,7.002447073037e-01
,,3.512522504501e-10,7.002640042281e-01
,,3.513122624525e-10,7.002832670048e-01
,,3.513722744549e-10,7.003024956677e-01
,,3.514322864573e-10,7.003216902507e-01
,,3.514922984597e-10,7.003408507875e-01
,,3.515523104621e-10,7.003599773120e-01
,,3.516123224645e-10,7.003790698578e-01
,,3.516723344669e-10,7.003981284586e-01
,,3.517323464693e-10,7.004171531481e-01
,,3.517923584717e-10,7.004361439600e-01
,,3.518523704741e-10,7.004551009277e-01
,,3.519123824765e-10,7.004740240848e-01
,,3.519723944789e-10,7.004929134648e-01
,,3.520324064813e-10,7.005117691012e-01
,,3.520924184837e-10,7.005305910273e-01
,,3.521524304861e-10,7.005493792766e-01
,,3.522124424885e-10,7.005681338824e-01
,,3.522724544909e-10,7.005868548779e-01
,,3.523324664933e-10,7.006055422965e-01
,,3.523924784957e-10,7.006241961714e-01
,,3.524524904981e-10,7.006428165358e-01
,,3.525125025005e-10,7.006614034227e-01
,,3.525725145029e-10,7.006799568653e-01
,,3.526325265053e-10,7.006984768968e-01
,,3.526925385077e-10,7.007169635500e-01
,,3.527525505101e-10,7.007354168580e-01
,,3.528125625125e-10,7.007538368539e-01
,,3.528725745149e-10,7.007722235703e-01
,,3.529325865173e-10,7.007905770404e-01
,,3.529925985197e-10,7.008088972968e-01
,,3.530526105221e-10,7.008271843724e-01
,,3.531126225245e-10,7.008454383000e-01
,,3.531726345269e-10,7.008636591123e-01
,,3.532326465293e-10,7.008818468420e-01
,,3.532926585317e-10,7.009000015217e-01
,,3.533526705341e-10,7.009181231841e-01
,,3.534126825365e-10,7.009362118616e-01
,,3.534726945389e-10,7.009542675870e-01
,,3.535327065413e-10,7.009722903926e-01
,,3.535927185437e-10,7.009902803109e-01
,,3.536527305461e-10,7.010082373744e-01
,,3.537127425485e-10,7.010261616155e-01
,,3.537727545509e-10,7.010440530665e-01
,,3.538327665533e-10,7.010619117596e-01
,,3.538927785557e-10,7.010797377273e-01
,,3.539527905581e-10,7.010975310017e-01
,,3.540128025605e-10,7.011152916150e-01
,,3.540728145629e-10,7.011330195995e-01
,,3.541328265653e-10,7.011507149872e-01
,,3.541928385677e-10,7.011683778102e-01
,,3.542528505701e-10,7.011860081006e-01
,,3.543128625725e-10,7.012036058904e-01
,,3.543728745749e-10,7.012211712116e-01
,,3.544328865773e-10,7.012387040961e-01
,,3.544928985797e-10,7.012562045759e-01
,,3.545529105821e-10,7.012736726828e-01
,,3.546129225845e-10,7.012911084486e-01
,,3.546729345869e-10,7.013085119052e-01
,,3.547329465893e-10,7.013258830843e-01
,,3.547929585917e-10,7.013432220177e-01
,,3.548529705941e-10,7.013605287370e-01
,,3.549129825965e-10,7.013778032738e-01
,,3.549729945989e-10,7.013950456599e-01
,,3.550330066013e-10,7.014122559268e-01
,,3.550930186037e-10,7.014294341060e-01
,,3.551530306061e-10,7.014465802290e-01
,,3.552130426085e-10,7.014636943274e-01
,,3.552730546109e-10,7.014807764325e-01
,,3.553330666133e-10,7.014978265758e-01
,,3.553930786157e-10,7.015148447886e-01
,,3.554530906181e-10,7.015318311023e-01
,,3.555131026205e-10,7.015487855480e-01
,,3.555731146229e-10,7.015657081572e-01
,,3.556331266253e-10,7.015825989611e-01
,,3.556931386277e-10,7.015994579907e-01
,,3.557531506301e-10,7.016162852773e-01
,,3.558131626325e-10,7.016330808520e-01
,,3.558731746349e-10,7.016498447459e-01
,,3.559331866373e-10,7.016665769900e-01
,,3.559931986397e-10,7.016832776153e-01
,,3.560532106421e-10,7.016999466527e-01
,,3.561132226445e-10,7.017165841334e-01
,,3.561732346469e-10,7.017331900880e-01
,,3.562332466493e-10,7.017497645476e-01
,,3.562932586517e-10,7.017663075429e-01
,,3.563532706541e-10,7.017828191047e-01
,,3.564132826565e-10,7.017992992638e-01
,,3.564732946589e-10,7.018157480510e-01
,,3.565333066613e-10,7.018321654969e-01
,,3.565933186637e-10,7.018485516322e-01
,,3.566533306661e-10,7.018649064874e-01
,,3.567133426685e-10,7.018812300933e-01
,,3.567733546709e-10,7.018975224803e-01
,,3.568333666733e-10,7.019137836790e-01
,,3.568933786757e-10,7.019300137199e-01
,,3.569533906781e-10,7.019462126333e-01
,,3.570134026805e-10,7.019623804498e-01
,,3.570734146829e-10,7.019785171997e-01
,,3.571334266853e-10,7.019946229133e-01
,,3.571934386877e-10,7.020106976210e-01
,,3.572534506901e-10,7.020267413530e-01
,,3.573134626925e-10,7.020427541396e-01
,,3.573734746949e-10,7.020587360110e-01
,,3.574334866973e-10,7.020746869974e-01
,,3.574934986997e-10,7.020906071288e-01
,,3.575535107021e-10,7.021064964355e-01
,,3.576135227045e-10,7.021223549475e-01
,,3.576735347069e-10,7.021381826948e-01
,,3.577335467093e-10,7.021539797075e-01
,,3.577935587117e-10,7.021697460154e-01
,,3.578535707141e-10,7.021854816486e-01
,,3.579135827165e-10,7.022011866369e-01
,,3.579735947189e-10,7.022168610103e-01
,,3.580336067213e-10,7.022325047984e-01
,,3.580936187237e-10,7.022481180313e-01
,,3.581536307261e-10,7.022637007385e-01
,,3.582136427285e-10,7.022792529499e-01
,,3.582736547309e-10,7.022947746952e-01
,,3.583336667333e-10,7.023102660040e-01
,,3.583936787357e-10,7.023257269059e-01
,,3.584536907381e-10,7.023411574306e-01
,,3.585137027405e-10,7.023565576077e-01
,,3.585737147429e-10,7.023719274665e-01
,,3.586337267453e-10,7.023872670368e-01
,,3.586937387477e-10,7.024025763478e-01
,,3.587537507502e-10,7.024178554292e-01
,,3.588137627526e-10,7.024331043101e-01
,,3.588737747550e-10,7.024483230202e-01
,,3.589337867574e-10,7.024635115885e-01
,,3.589937987598e-10,7.024786700446e-01
,,3.590538107622e-10,7.024937984176e-01
,,3.591138227646e-10,7.025088967367e-01
,,3.591738347670e-10,7.025239650312e-01
,,3.592338467694e-10,7.025390033303e-01
,,3.592938587718e-10,7.025540116631e-01
,,3.593538707742e-10,7.025689900586e-01
,,3.594138827766e-10,7.025839385460e-01
,,3.594738947790e-10,7.025988571543e-01
,,3.595339067814e-10,7.026137459125e-01
,,3.595939187838e-10,7.026286048496e-01
,,3.596539307862e-10,7.026434339945e-01
,,3.597139427886e-10,7.026582333761e-01
,,3.597739547910e-10,7.026730030233e-01
,,3.598339667934e-10,7.026877429650e-01
,,3.598939787958e-10,7.027024532299e-01
,,3.599539907982e-10,7.027171338469e-01
,,3.600140028006e-10,7.027317848447e-01
,,3.600740148030e-10,7.027464062520e-01
,,3.601340268054e-10,7.027609980974e-01
,,3.601940388078e-10,7.027755604097e-01
,,3.602540508102e-10,7.027900932175e-01
,,3.603140628126e-10,7.028045965493e-01
,,3.603740748150e-10,7.028190704337e-01
,,3.604340868174e-10,7.028335148992e-01
,,3.604940988198e-10,7.028479299744e-01
,,3.605541108222e-10,7.028623156876e-01
,,3.606141228246e-10,7.028766720673e-01
,,3.606741348270e-10,7.028909991419e-01
,,3.607341468294e-10,7.029052969398e-01
,,3.607941588318e-10,7.029195654892e-01
,,3.608541708342e-10,7.029338048186e-01
,,3.609141828366e-10,7.029480149561e-01
,,3.609741948390e-10,7.029621959300e-01
,,3.610342068414e-10,7.029763477685e-01
,,3.610942188438e-10,7.029904704998e-01
,,3.611542308462e-10,7.030045641520e-01
,,3.612142428486e-10,7.030186287532e-01
,,3.612742548510e-10,7.030326643316e-01
,,3.613342668534e-10,7.030466709151e-01
,,3.613942788558e-10,7.030606485317e-01
,,3.614542908582e-10,7.030745972096e-01
,,3.615143028606e-10,7.030885169766e-01
,,3.615743148630e-10,7.031024078606e-01
,,3.616343268654e-10,7.031162698895e-01
,,3.616943388678e-10,7.031301030912e-01
,,3.617543508702e-10,7.031439074936e-01
,,3.618143628726e-10,7.031576831244e-01
,,3.618743748750e-10,7.031714300114e-01
,,3.619343868774e-10,7.031851481823e-01
,,3.619943988798e-10,7.031988376649e-01
,,3.620544108822e-10,7.032124984868e-01
,,3.621144228846e-10,7.032261306756e-01
,,3.621744348870e-10,7.032397342591e-01
,,3.622344468894e-10,7.032533092647e-01
,,3.622944588918e-10,7.032668557200e-01
,,3.623544708942e-10,7.032803736525e-01
,,3.624144828966e-10,7.032938630898e-01
,,3.624744948990e-10,7.033073240593e-01
,,3.625345069014e-10,7.033207565884e-01
,,3.625945189038e-10,7.033341607045e-01
,,3.626545309062e-10,7.033475364351e-01
,,3.627145429086e-10,7.033608838073e-01
,,3.627745549110e-10,7.033742028486e-01
,,3.628345669134e-10,7.033874935863e-01
,,3.628945789158e-10,7.034007560475e-01
,,3.629545909182e-10,7.034139902595e-01
,,3.630146029206e-10,7.034271962495e-01
,,3.630746149230e-10,7.034403740447e-01
,,3.631346269254e-10,7.034535236721e-01
,,3.631946389278e-10,7.034666451589e-01
,,3.632546509302e-10,7.034797385321e-01
,,3.633146629326e-10,7.034928038188e-01
,,3.633746749350e-10,7.035058410460e-01
,,3.634346869374e-10,7.035188502407e-01
,,3.634946989398e-10,7.035318314298e-01
,,3.635547109422e-10,7.035447846402e-01
,,3.636147229446e-10,7.035577098989e-01
,,3.636747349470e-10,7.035706072326e-01
,,3.637347469494e-10,7.035834766683e-01
,,3.637947589518e-10,7.035963182327e-01
,,3.638547709542e-10,7.036091319526e-01
,,3.639147829566e-10,7.036219178547e-01
,,3.639747949590e-10,7.036346759657e-01
,,3.640348069614e-10,7.036474063124e-01
,,3.640948189638e-10,7.036601089214e-01
,,3.641548309662e-10,7.036727838193e-01
,,3.642148429686e-10,7.036854310327e-01
,,3.642748549710e-10,7.036980505881e-01
,,3.643348669734e-10,7.037106425122e-01
,,3.643948789758e-10,7.037232068313e-01
,,3.644548909782e-10,7.037357435721e-01
,,3.645149029806e-10,7.037482527609e-01
,,3.645749149830e-10,7.037607344241e-01
,,3.646349269854e-10,7.037731885882e-01
,,3.646949389878e-10,7.037856152795e-01
,,3.647549509902e-10,7.037980145243e-01
,,3.648149629926e-10,7.038103863490e-01
,,3.648749749950e-10,7.038227307798e-01
,,3.649349869974e-10,7.038350478429e-01
,,3.649949989998e-10,7.038473375647e-01
,,3.650550110022e-10,7.038595999712e-01
,,3.651150230046e-10,7.038718350886e-01
,,3.651750350070e-10,7.038840429431e-01
,,3.652350470094e-10,7.038962235608e-01
,,3.652950590118e-10,7.039083769676e-01
,,3.653550710142e-10,7.039205031898e-01
,,3.654150830166e-10,7.039326022533e-01
,,3.654750950190e-10,7.039446741840e-01
,,3.655351070214e-10,7.039567190080e-01
,,3.655951190238e-10,7.039687367511e-01
,,3.656551310262e-10,7.039807274394e-01
,,3.657151430286e-10,7.039926910985e-01
,,3.657751550310e-10,7.040046277545e-01
,,3.658351670334e-10,7.040165374331e-01
,,3.658951790358e-10,7.040284201600e-01
,,3.659551910382e-10,7.040402759612e-01
,,3.660152030406e-10,7.040521048622e-01
,,3.660752150430e-10,7.040639068888e-01
,,3.661352270454e-10,7.040756820667e-01
,,3.661952390478e-10,7.040874304215e-01
,,3.662552510502e-10,7.040991519789e-01
,,3.663152630526e-10,7.041108467643e-01
,,3.663752750550e-10,7.041225148035e-01
,,3.664352870574e-10,7.041341561219e-01
,,3.664952990598e-10,7.041457707451e-01
,,3.665553110622e-10,7.041573586984e-01
,,3.666153230646e-10,7.041689200075e-01
,,3.666753350670e-10,7.041804546976e-01
,,3.667353470694e-10,7.041919627943e-01
,,3.667953590718e-10,7.042034443228e-01
,,3.668553710742e-10,7.042148993085e-01
,,3.669153830766e-10,7.042263277767e-01
,,3.669753950790e-10,7.042377297527e-01
,,3.670354070814e-10,7.042491052618e-01
,,3.670954190838e-10,7.042604543292e-01
,,3.671554310862e-10,7.042717769801e-01
,,3.672154430886e-10,7.042830732396e-01
,,3.672754550910e-10,7.042943431330e-01
,,3.673354670934e-10,7.043055866854e-01
,,3.673954790958e-10,7.043168039217e-01
,,3.674554910982e-10,7.043279948672e-01
,,3.675155031006e-10,7.043391595468e-01
,,3.675755151030e-10,7.043502979856e-01
,,3.676355271054e-10,7.043614102086e-01
,,3.676955391078e-10,7.043724962406e-01
,,3.677555511102e-10,7.043835561067e-01
,,3.678155631126e-10,7.043945898317e-01
,,3.678755751150e-10,7.044055974405e-01
,,3.679355871174e-10,7.044165789580e-01
,,3.679955991198e-10,7.044275344089e-01
,,3.680556111222e-10,7.044384638182e-01
,,3.681156231246e-10,7.044493672105e-01
,,3.681756351270e-10,7.044602446105e-01
,,3.682356471294e-10,7.044710960431e-01
,,3.682956591318e-10,7.044819215329e-01
,,3.683556711342e-10,7.044927211046e-01
,,3.684156831366e-10,7.045034947827e-01
,,3.684756951390e-10,7.045142425919e-01
,,3.685357071414e-10,7.045249645568e-01
,,3.685957191438e-10,7.045356607020e-01
,,3.686557311462e-10,7.045463310519e-01
,,3.687157431486e-10,7.045569756311e-01
,,3.687757551510e-10,7.045675944640e-01
,,3.688357671534e-10,7.045781875751e-01
,,3.688957791558e-10,7.045887549888e-01
,,3.689557911582e-10,7.045992967295e-01
,,3.690158031606e-10,7.046098128216e-01
,,3.690758151630e-10,7.046203032895e-01
,,3.691358271654e-10,7.046307681573e-01
,,3.691958391678e-10,7.046412074495e-01
,,3.692558511702e-10,7.046516211902e-01
,,3.693158631726e-10,7.046620094038e-01
,,3.693758751750e-10,7.046723721144e-01
,,3.694358871774e-10,7.046827093463e-01
,,3.694958991798e-10,7.046930211235e-01
,,3.695559111822e-10,7.047033074703e-01
,,3.696159231846e-10,7.047135684106e-01
,,3.696759351870e-10,7.047238039687e-01
,,3.697359471894e-10,7.047340141685e-01
,,3.697959591918e-10,7.047441990341e-01
,,3.698559711942e-10,7.047543585895e-01
,,3.699159831966e-10,7.047644928587e-01
,,3.699759951990e-10,7.047746018656e-01
,,3.700360072014e-10,7.047846856341e-01
,,3.700960192038e-10,7.047947441882e-01
,,3.701560312062e-10,7.048047775517e-01
,,3.702160432086e-10,7.048147857485e-01
,,3.702760552110e-10,7.048247688024e-01
,,3.703360672134e-10,7.048347267371e-01
,,3.703960792158e-10,7.048446595765e-01
,,3.704560912182e-10,7.048545673444e-01
,,3.705161032206e-10,7.048644500643e-01
,,3.705761152230e-10,7.048743077601e-01
,,3.706361272254e-10,7.048841404553e-01
,,3.706961392278e-10,7.048939481737e-01
,,3.707561512302e-10,7.049037309388e-01
,,3.708161632326e-10,7.049134887743e-01
,,3.708761752350e-10,7.049232217037e-01
,,3.709361872374e-10,7.049329297506e-01
,,3.709961992398e-10,7.049426129384e-01
,,3.710562112422e-10,7.049522712907e-01
,,3.711162232446e-10,7.049619048309e-01
,,3.711762352470e-10,7.049715135825e-01
,,3.712362472494e-10,7.049810975689e-01
,,3.712962592519e-10,7.049906568135e-01
,,3.713562712543e-10,7.050001913396e-01
,,3.714162832567e-10,7.050097011706e-01
,,3.714762952591e-10,7.050191863298e-01
,,3.715363072615e-10,7.050286468405e-01
,,3.715963192639e-10,7.050380827260e-01
,,3.716563312663e-10,7.050474940095e-01
,,3.717163432687e-10,7.050568807141e-01
,,3.717763552711e-10,7.050662428632e-01
,,3.718363672735e-10,7.050755804799e-01
,,3.718963792759e-10,7.050848935873e-01
,,3.719563912783e-10,7.050941822085e-01
,,3.720164032807e-10,7.051034463667e-01
,,3.720764152831e-10,7.051126860849e-01
,,3.721364272855e-10,7.051219013861e-01
,,3.721964392879e-10,7.051310922933e-01
,,3.722564512903e-10,7.051402588296e-01
,,3.723164632927e-10,7.051494010179e-01
,,3.723764752951e-10,7.051585188812e-01
,,3.724364872975e-10,7.051676124424e-01
,,3.724964992999e-10,7.051766817244e-01
,,3.725565113023e-10,7.051857267500e-01
,,3.726165233047e-10,7.051947475421e-01
,,3.726765353071e-10,7.052037441235e-01
,,3.727365473095e-10,7.052127165171e-01
,,3.727965593119e-10,7.052216647455e-01
,,3.728565713143e-10,7.052305888316e-01
,,3.729165833167e-10,7.052394887980e-01
,,3.729765953191e-10,7.052483646675e-01
,,3.730366073215e-10,7.052572164628e-01
,,3.730966193239e-10,7.052660442065e-01
,,3.731566313263e-10,7.052748479211e-01
,,3.732166433287e-10,7.052836276295e-01
,,3.732766553311e-10,7.052923833540e-01
,,3.733366673335e-10,7.053011151173e-01
,,3.733966793359e-10,7.053098229419e-01
,,3.734566913383e-10,7.053185068503e-01
,,3.735167033407e-10,7.053271668650e-01
,,3.735767153431e-10,7.053358030084e-01
,,3.736367273455e-10,7.053444153030e-01
,,3.736967393479e-10,7.053530037713e-01
,,3.737567513503e-10,7.053615684355e-01
,,3.738167633527e-10,7.053701093181e-01
,,3.738767753551e-10,7.053786264413e-01
,,3.739367873575e-10,7.053871198276e-01
,,3.739967993599e-10,7.053955894992e-01
,,3.740568113623e-10,7.054040354784e-01
,,3.741168233647e-10,7.054124577874e-01
,,3.741768353671e-10,7.054208564484e-01
,,3.742368473695e-10,7.054292314837e-01
,,3.742968593719e-10,7.054375829154e-01
,,3.743568713743e-10,7.054459107657e-01
,,3.744168833767e-10,7.054542150567e-01
,,3.744768953791e-10,7.054624958105e-01
,,3.745369073815e-10,7.054707530492e-01
,,3.745969193839e-10,7.054789867948e-01
,,3.746569313863e-10,7.054871970694e-01
,,3.747169433887e-10,7.054953838950e-01
,,3.747769553911e-10,7.055035472936e-01
,,3.748369673935e-10,7.055116872871e-01
,,3.748969793959e-10,7.055198038976e-01
,,3.749569913983e-10,7.055278971468e-01
,,3.750170034007e-10,7.055359670567e-01
,,3.750770154031e-10,7.055440136492e-01
,,3.751370274055e-10,7.055520369462e-01
